AdvNum,Parcel,Face Amount
0001635,041024492701000060,40.21
0001636,041024492701000070,40.21
0001637,041024492701000080,40.21
0001638,041024492701000090,40.21
0001639,041024492701000100,40.21
0001640,041024492701000110,40.21
0001641,041024492701000120,40.21
0001642,041024492701000130,37.54
0001643,041024492701000140,60.59
0001644,041024492701000150,60.59
0001645,041024492701000160,60.59
0001646,041024492701000170,60.59
0001647,041024492701000190,37.54
0001648,041024492800100950,60.59
0001649,041024492800100960,60.59
0001650,041024492801000170,60.59
0001651,041024492801000180,60.59
0001652,041024492801000210,60.59
0001653,041024492801000220,60.59
0001654,041024492801000230,60.59
0001655,041024492801000240,60.59
0001656,041024492801000250,60.59
0001657,041024492801000260,60.59
0001658,041024492801000270,60.59
0001659,041024492801000280,60.59
0001660,041024494001100010,88.06
0001661,041024494001100020,60.59
0001662,041024494001100030,60.59
0001663,041024494001100040,52.76
0001664,041024494001100050,52.76
0001665,041024494001100060,53.21
0001666,041024494001100070,60.59
0001667,041024494001100080,60.59
0001668,041024494001100110,60.59
0001669,041024494001100120,60.59
0001670,041024494001100130,60.59
0001671,041024494001100140,60.59
0001672,041024494001100150,60.59
0001673,041024494001100160,60.59
0001674,041024494001100170,60.59
0001675,041024494001100180,60.59
0001676,041024494001100220,37.54
0001677,041024494001100230,37.54
0001678,041024494001100240,37.54
0001679,041024494001100250,60.59
0001680,041024494001100260,60.59
0001683,041024537100300010,95.47
0001684,041024537100300020,95.99
0001685,041024537100300030,64.1
0001686,041024537100300040,64.1
0001687,041024537100300090,64.1
0001689,041024537100300190,106.99
0001690,041024553100100010,91.62
0001691,041024553100100020,41.01
0001692,041024553100100030,89.39
0001693,041024553100100040,43.29
0001695,041024553100100440,60.21
0001696,041024553100100450,60.21
0001697,041024553100100460,60.21
0001698,041024553100100470,60.21
0001699,041024553100100480,60.21
0001700,041024553100100490,60.21
0001701,041024553100100500,60.21
0001702,041024553100100510,60.21
0001703,041024553100100520,60.21
0001704,041024553100200010,91.62
0001705,041024553100200020,90.18
0001706,041024553100200030,90.18
0001707,041024553100200040,91.62
0001708,041024553100200230,103.25
0001709,041024553100200240,103.25
0001710,041024553100200250,103.25
0001711,041024553100200260,103.25
0001712,041024553100200270,93.47
0001713,041024553100200280,91.97
0001714,041024553100200310,60.59
0001715,041024553100200320,60.59
0001717,041024553100200450,60.59
0001718,041024553100200460,60.59
0001719,041024553100300110,60.59
0001720,041024553100300120,60.59
0001721,041024553100300130,60.59
0001722,041024553100300140,60.59
0001723,041024553100300170,181.71
0001725,041024553100300210,60.59
0001726,041024553100300410,60.59
0001727,041024553100300420,60.59
0001728,041024553100300470,103.25
0001729,041024553100300490,103.25
0001730,041024553100400150,52.76
0001731,041024553100400160,52.76
0001732,041024553100400170,53.21
0001733,041024553100400200,52.76
0001734,041024553100400210,52.76
0001735,041024553100400220,53.21
0001736,041024553100400230,41.05
0001737,041024553100400240,41.05
0001738,041024553100400250,41.05
0001739,041024553100400260,41.05
0001740,041024553100400270,64.1
0001742,041024553100400310,60.59
0001743,041024553100400320,60.59
0001744,041024553100400350,41.05
0001745,041024553100400360,41.05
0001746,041024553100400370,41.05
0001747,041024553100400380,41.05
0001748,041024553100400390,41.05
0001749,041024553100400400,41.05
0001750,041024553100500050,53.21
0001751,041024553100500060,52.76
0001752,041024553100500070,52.76
0001753,041024553100500100,41.05
0001754,041024553100500110,41.05
0001755,041024553100500120,33.2
0001756,041024553100500130,33.2
0001757,041024553100500140,33.67
0001758,041024553100500470,41.05
0001759,041024553100500480,41.05
0001760,041024553100500490,33.2
0001761,041024553100500500,33.2
0001762,041024553100500510,33.67
0001763,041024553100500520,60.59
0001764,041024553100700010,67.95
0001765,041024553100700020,63.51
0001766,041024553100700030,63.51
0001767,041024553100700040,67.95
0001769,041024553100700090,60.21
0001770,041024553100700100,60.21
0001772,041024553100700190,52.38
0001773,041024553100700200,52.38
0001774,041024553100700210,52.84
0001775,041024553100700300,52.38
0001776,041024553100700310,52.38
0001777,041024553100700320,52.84
0001778,041024553100800130,37.17
0001779,041024553100800140,37.17
0001780,041024553100800150,60.21
0001781,041024553100800160,60.21
0001782,041024553100800210,60.21
0001783,041024553100800220,60.21
0001784,041024553100800230,60.21
0001785,041024553100800240,60.21
0001786,041024553100800250,60.21
0001787,041024553100800260,60.21
0001788,041024553100800270,60.21
0001789,041024553100800280,60.21
0001790,041024553100800290,60.21
0001791,041024553100800300,60.21
0001792,041024553100800350,60.21
0001793,041024553100800360,60.21
0001794,041024553100800370,37.17
0001795,041024553100800380,37.17
0001796,041024553100800440,60.21
0001797,041024553100900010,93.65
0001798,041024553100900030,95.31
0001803,041024553100900280,52.38
0001804,041024553100900290,52.38
0001805,041024553100900300,52.84
0001808,041024553101100300,52.38
0001809,041024553101100310,52.38
0001810,041024553101100320,52.84
0001811,041024553101100490,60.21
0001812,041024553101100500,54.44
