Ra_ItemID	CertNum	Parcel	FaceValue	Bid	Tax Year	IsHomestead	Tax Years Unpaid	Bankruptcy_Flag	Property_Address_1	Property_Address_2	Property_City	Property_Zip
6331373	390	"01881001000"	105.51		2020	0	0	0				     
6330380	392	"01780001010"	225.42		2022	0	0	0				     
6330384	393	"01792001000"	49.23		2022	0	0	0				     
6331374	401	"01881001000"	104.17		2021	0	0	0				     
6331375	402	"01881001000"	90.55		2022	0	0	0				     
6329134	408	"01965001000"	63.8		2020	0	0	0				     
6331520	409	"01909000010"	222.42		2022	0	0	0				     
6329154	414	"09837001000"	75.01		2019	0	0	0				     
6329135	418	"01965001000"	58.8		2021	0	0	0				     
6329162	420	"09847001000"	75.01		2019	0	0	0				     
6329136	422	"01965001000"	51.51		2022	0	0	0				     
6329594	422	"02043002000"	69.52		2020	0	0	0				     
6329646	425	"02058002000"	69.52		2020	0	0	0				     
6329595	426	"02043002000"	58.8		2021	0	0	0				     
6329168	427	"00058002000"	175.74		2019	0	0	0				     
6330378	428	"01780001010"	240.92		2017	0	0	0				     
6329647	429	"02058002000"	58.8		2021	0	0	0				     
6330379	431	"01780001010"	221.79		2016	0	0	0				     
6329179	433	"02597009000"	44.58		2019	0	0	0				     
6329596	434	"02043002000"	51.51		2022	0	0	0				     
6330377	439	"01780001010"	249.55		2018	0	0	0				     
6329648	440	"02058002000"	51.51		2022	0	0	0				     
6331517	445	"01909000010"	237.94		2017	0	0	0				     
6329188	447	"09101001000"	60.18		2019	0	0	0				     
6330397	449	"02229006000"	130.78		2020	0	0	0				     
6331518	450	"01909000010"	261.98		2016	0	0	0				     
6331371	454	"01881001000"	116.96		2018	0	0	0				     
6330398	457	"02229006000"	128.65		2021	0	0	0				     
6329131	459	"01965001000"	66.57		2017	0	0	0				     
6331516	460	"01909000010"	242.43		2018	0	0	0				     
6331321	465	"02374000000"	154.13		2020	0	0	0				     
6329591	469	"02043002000"	75.65		2017	0	0	0				     
6329197	470	"08493000001"	56.74		2019	0	0	0				     
6330399	470	"02229006000"	123.31		2022	0	0	0				     
6329132	471	"01965001000"	72.25		2016	0	0	0				     
6329204	471	"08495001000"	53.33		2019	0	0	0				     
6329643	472	"02058002000"	75.65		2017	0	0	0				     
6329130	474	"01965001000"	61.05		2018	0	0	0				     
6330428	476	"02251001010"	314.53		2022	0	0	0	9311 86TH ST		LIVE OAK	32064
6331386	487	"02443000000"	136.65		2020	0	0	0				     
6331322	487	"02374000000"	147.32		2022	0	0	0				     
6329590	487	"02043002000"	69.34		2018	0	0	0				     
6329592	489	"02043002000"	82.13		2016	0	0	0				     
6329642	490	"02058002000"	69.34		2018	0	0	0				     
6329644	491	"02058002000"	82.13		2016	0	0	0				     
6331387	496	"02443000000"	134.07		2021	0	0	0				     
6330394	499	"02229006000"	140.04		2017	0	0	0				     
6330426	501	"02251001010"	1049.28		2017	0	0	0	9311 86TH ST		LIVE OAK	32064
6331381	505	"02441010490"	206.25		2022	0	0	0				     
6331388	507	"02443000000"	129.29		2022	0	0	0				     
6329214	509	"01270004000"	54.69		2019	0	0	0				     
6329180	516	"02597009000"	54.29		2020	0	0	0				     
6331526	522	"02500001000"	56.09		2022	0	0	0				     
6330395	522	"02229006000"	152.98		2016	0	0	0				     
6330393	522	"02229006000"	138.07		2018	0	0	0				     
6331319	523	"02374000000"	163.77		2017	0	0	0				     
6329230	527	"11373006000"	90.32		2019	0	5	0				     
6329181	528	"02597009000"	55.44		2021	0	0	0				     
6331338	530	"02415000000"	694.74		2017	0	0	0	11810 75TH PL		LIVE OAK	32064
6329239	532	"08529001000"	57.3		2019	0	0	0				     
6328808	536	"02554000000"	122.14		2022	0	0	0				     
6331318	540	"02374000000"	164.29		2018	0	0	0				     
6331331	546	"02821000000"	124.94		2020	0	0	0				     
6331384	549	"02443000000"	159.58		2016	0	0	0				     
6329182	550	"02607003001"	95.11		2022	0	0	0				     
6331383	555	"02443000000"	145.95		2017	0	0	0				     
6329570	556	"02646002000"	205.68		2022	0	0	0				     
6329604	557	"02650000000"	171.11		2022	0	0	0				     
6329677	567	"02714001000"	4952.17		2022	0	0	0				     
6329261	569	"03343007001"	99.43		2019	0	0	0				     
6329267	570	"03343007002"	79.14		2019	0	0	0				     
6331399	570	"02865002000"	60.45		2020	0	0	0				     
6331406	571	"02865003000"	68.39		2020	0	0	0				     
6331400	572	"02865002000"	55.83		2021	0	0	0				     
6331407	573	"02865003000"	57.8		2021	0	0	0				     
6331382	574	"02443000000"	144.63		2018	0	0	0				     
6329274	577	"04586001000"	56.74		2019	0	0	0				     
6329284	580	"09880000002"	57.26		2019	0	0	0				     
6331447	580	"02880001000"	65.62		2020	0	0	0				     
6329291	581	"09880001002"	57.26		2019	0	0	0				     
6329296	582	"04893000005"	158.71		2019	0	0	0				     
6331011	582	"02804000000"	69.69		2022	0	0	0				     
6329300	583	"04893001000"	180.54		2019	0	0	0				     
6331448	584	"02880001000"	60.44		2021	0	0	0				     
6331332	584	"02821000000"	117.29		2022	0	0	0				     
6328807	584	"02554000000"	110.41		2016	0	0	0				     
6331333	589	"02825000012"	75.94		2022	0	0	0				     
6328806	593	"02554000000"	108.77		2017	0	0	0				     
6329178	594	"02597009000"	61.45		2016	0	0	0				     
6329311	595	"11389070030"	110.41		2019	0	7	0				     
6329318	596	"11390070050"	110.41		2019	0	7	0				     
6331394	598	"02863001000"	222.42		2022	0	0	0				     
6331401	599	"02865002000"	48.99		2022	0	0	0				     
6331408	600	"02865003000"	50.67		2022	0	0	0				     
6329325	600	"11437250010"	236.48		2019	0	7	0				     
6329330	601	"11438250030"	156.24		2019	0	7	0				     
6328804	604	"02554000000"	107.69		2018	0	0	0				     
6331409	605	"02871000000"	72.24		2022	0	0	0				     
6329341	605	"11468330050"	156.24		2019	0	7	0				     
6329177	606	"02597009000"	56.74		2017	0	0	0				     
6331442	609	"02879002001"	216.37		2022	0	0	0	9367 146TH ST		LIVE OAK	32060
6329351	610	"11484350010"	107.44		2019	0	7	0				     
6331449	611	"02880001000"	52.9		2022	0	0	0				     
6329359	612	"11489350090"	148.32		2019	0	7	0				     
6329176	618	"02597009000"	52.15		2018	0	0	0				     
6329371	618	"11519430050"	249.13		2019	0	7	0				     
6329602	618	"02650000000"	1695.71		2017	0	0	0				     
6330157	618	"03047001000"	61.39		2020	0	0	0				     
6330158	624	"03047001000"	56.66		2021	0	0	0				     
6329381	626	"11531470010"	316.73		2019	0	7	0				     
6329389	627	"11536480040"	116.14		2019	0	7	0				     
6329601	630	"02650000000"	228.66		2018	0	0	0				     
6329403	633	"11552500020"	116.14		2019	0	7	0				     
6329151	635	"02948001000"	72.24		2022	0	0	0				     
6329411	637	"11562530090"	156.24		2019	0	7	0				     
6331016	638	"03207000001"	63.8		2020	0	0	0				     
6331230	640	"03215000002"	68.35		2020	0	0	0				     
6331017	642	"03207000001"	58.8		2021	0	0	0				     
6331231	643	"03215000002"	62.89		2021	0	0	0				     
6329421	643	"11573570080"	116.14		2019	0	7	0				     
6329427	644	"11573570090"	116.14		2019	0	6	0				     
6329435	647	"11577580030"	148.32		2019	0	7	0				     
6329616	648	"03015010119"	269.1		2022	1	0	0	7717 162ND TRL		LIVE OAK	32060
6329441	649	"11578590070"	111.06		2019	0	6	0				     
6331329	649	"02821000000"	135.66		2018	0	0	0				     
6331392	651	"02863001000"	237.94		2017	0	0	0				     
6331354	652	"03238001000"	62.89		2021	0	0	0				     
6331396	653	"02865002000"	66.44		2017	0	0	0				     
6331397	654	"02865002000"	72.01		2016	0	0	0				     
6331403	654	"02865003000"	74.11		2017	0	0	0				     
6331353	654	"03238001000"	68.35		2020	0	0	0				     
6330159	654	"03047001000"	49.7		2022	0	0	0				     
6331404	655	"02865003000"	80.38		2016	0	0	0				     
6329454	659	"11648890080"	116.14		2019	0	7	0				     
6330321	660	"03079000000"	67.14		2022	0	0	0	9578 170TH TERR		MCALPIN	32062
6331445	661	"02880001000"	75.1		2016	0	0	0				     
6331440	661	"02879002001"	423.22		2017	0	0	0	9367 146TH ST		LIVE OAK	32060
6331444	663	"02880001000"	69.11		2017	0	0	0				     
6329461	669	"00323001000"	48.86		2019	0	0	0				     
6329462	670	"00325002000"	52.3		2019	0	0	0				     
6330471	671	"03158001002"	50.37		2022	0	0	0				     
6331391	673	"02863001000"	244.34		2018	0	0	0				     
6331395	675	"02865002000"	61.03		2018	0	0	0				     
6331402	676	"02865003000"	67.93		2018	0	0	0				     
6330811	678	"03171000040"	271.91		2022	0	0	0				     
6330983	681	"03189000000"	71.39		2022	0	0	0				     
6329262	681	"03343007001"	102.81		2021	0	0	0				     
6329268	682	"03343007002"	85.15		2021	0	0	0				     
6329700	683	"03365003000"	60.77		2020	0	0	0				     
6331443	686	"02880001000"	63.35		2018	0	0	0				     
6331018	688	"03207000001"	50.93		2022	0	0	0				     
6331019	689	"03207003001"	93.23		2022	0	0	0				     
6329730	689	"03388060090"	131.94		2020	0	0	0				     
6331232	690	"03215000002"	54.31		2022	0	0	0				     
6329701	691	"03365003000"	56.1		2021	0	0	0				     
6329736	692	"03394080050"	131.94		2020	0	0	0				     
6329744	697	"03399030009"	182.69		2020	0	0	0				     
6329750	698	"03399030013"	131.94		2020	0	0	0				     
6330431	698	"03232010070"	579		2022	0	0	0	8986 180TH ST		MCALPIN	32062
6329757	700	"03399030019"	131.94		2020	0	0	0				     
6329764	701	"03399030022"	112.27		2020	0	0	0				     
6329731	701	"03388060090"	127.72		2021	0	0	0				     
6329779	703	"03399040020"	112.27		2020	0	0	0				     
6331355	703	"03238001000"	54.94		2022	0	0	0				     
6329785	705	"03399050011"	106.55		2020	0	0	0				     
6329793	707	"03399050018"	131.94		2020	0	0	0				     
6330155	712	"03047001000"	73.44		2016	0	0	0				     
6329798	713	"03399080019"	131.94		2020	0	0	0				     
6329804	714	"03399080023"	106.55		2020	0	0	0				     
6329751	715	"03399030013"	123.65		2021	0	0	0				     
6329485	715	"09349070130"	119		2019	0	0	0				     
